"linux_version","arch_abi","number","name","linux_entry","design_section","owner","implementation_plan","validation_focus","delivery_class","source"
"v6.12","x86-64 LP64 (common)","235","utimes","sys_utimes","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","236","vserver","","36","Linux ABI 版本契约","上游该架构表无实现入口或指定 sys_ni_syscall，遵循目标 ABI；与项目未实现功能分开登记","核对固定版本与架构的上游表和真实 Linux 返回行为","Linux 保留/废弃槽","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","237","mbind","sys_mbind","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","238","set_mempolicy","sys_set_mempolicy","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","239","get_mempolicy","sys_get_mempolicy","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","240","mq_open","sys_mq_open","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","241","mq_unlink","sys_mq_unlink","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","242","mq_timedsend","sys_mq_timedsend","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","243","mq_timedreceive","sys_mq_timedreceive","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","244","mq_notify","sys_mq_notify","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","245","mq_getsetattr","sys_mq_getsetattr","31","IpcNamespace / IpcObject","SysV 集合/消息/shm、SEM_UNDO 和 POSIX MQ 的事务队列及共享 backing","数组原子性、undo、删除、消息选择、通知与额度","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","246","kexec_load","sys_kexec_load","35","ModuleManager / System backend","所需功能由用户态 provider 实现；任意原生 .ko/替换 Linux 内核需要独立完整内核执行后端，不能标作本架构已解决","匹配 provider 的功能与生命周期；原生内核要求单独验证并保留约束","原生内核能力边界；不能宣称本架构已完成","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","247","waitid","sys_waitid","10","Init Process / Task registry","维护逻辑身份、父子/会话/组关系与退出记录；wait/pidfd 观察稳定对象","收养、wait 选项、退出/停止、PID 重用、pidfd","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","248","add_key","sys_add_key","33","PolicyDomain / Program / Keyring","按子命令执行策略、程序、通知或密钥对象；所有访问与 fast gate 保留策略点","程序验证、策略实际生效、通知竞争、撤销/过期","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","249","request_key","sys_request_key","33","PolicyDomain / Program / Keyring","按子命令执行策略、程序、通知或密钥对象；所有访问与 fast gate 保留策略点","程序验证、策略实际生效、通知竞争、撤销/过期","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","250","keyctl","sys_keyctl","33","PolicyDomain / Program / Keyring","按子命令执行策略、程序、通知或密钥对象；所有访问与 fast gate 保留策略点","程序验证、策略实际生效、通知竞争、撤销/过期","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","251","ioprio_set","sys_ioprio_set","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","252","ioprio_get","sys_ioprio_get","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","253","inotify_init","sys_inotify_init","32","Inotify / Fanotify","按 VFS 提交事件、标记与等待权限回答；外部 HostFS 变化进行身份复核","rename cookie、溢出、删除、permission event 与退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","254","inotify_add_watch","sys_inotify_add_watch","32","Inotify / Fanotify","按 VFS 提交事件、标记与等待权限回答；外部 HostFS 变化进行身份复核","rename cookie、溢出、删除、permission event 与退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","255","inotify_rm_watch","sys_inotify_rm_watch","32","Inotify / Fanotify","按 VFS 提交事件、标记与等待权限回答；外部 HostFS 变化进行身份复核","rename cookie、溢出、删除、permission event 与退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","256","migrate_pages","sys_migrate_pages","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","257","openat","sys_openat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","258","mkdirat","sys_mkdirat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","259","mknodat","sys_mknodat","32","FileExtension / Device / Mount","按对象执行文件命令；extent/文件身份/配额/设备分发不依赖宿主同名 ioctl","子命令布局、权限、文件身份代次、extent 与实际设备行为","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","260","fchownat","sys_fchownat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","261","futimesat","sys_futimesat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","262","newfstatat","sys_newfstatat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","263","unlinkat","sys_unlinkat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","264","renameat","sys_renameat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","265","linkat","sys_linkat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","266","symlinkat","sys_symlinkat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","267","readlinkat","sys_readlinkat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","268","fchmodat","sys_fchmodat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","269","faccessat","sys_faccessat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","270","pselect6","sys_pselect6","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","271","ppoll","sys_ppoll","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","272","unshare","sys_unshare","15","Namespace / Task refs","按共享及凭据约束新建、分叉或切换 namespace 引用","组合 flags、权限、fork 继承、旧对象存续","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","273","set_robust_list","sys_set_robust_list","23","FutexTable / PiState / Task","有序 bucket、WaitGroup、robust 退出和 PI 依赖链执行所有目标操作","wait/wake/requeue/waitv、PI/owner death、超时、共享转换","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","274","get_robust_list","sys_get_robust_list","23","FutexTable / PiState / Task","有序 bucket、WaitGroup、robust 退出和 PI 依赖链执行所有目标操作","wait/wake/requeue/waitv、PI/owner death、超时、共享转换","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","275","splice","sys_splice","18","IoRequest / Chunk / Pipe","共享 chunk 或有界复制实现传输，保留 pipe 容量、位置与生命周期","短传输、背压、引用转移、取消和内容校验","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","276","tee","sys_tee","18","IoRequest / Chunk / Pipe","共享 chunk 或有界复制实现传输，保留 pipe 容量、位置与生命周期","短传输、背压、引用转移、取消和内容校验","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","277","sync_file_range","sys_sync_file_range","16","FileObject / PageCache","统一文件内容、映射和缓存代次；flush/truncate/copy 通过请求执行器及文件事务完成","内容/映射一致、空洞、短传输、崩溃与持久性","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","278","vmsplice","sys_vmsplice","18","IoRequest / Chunk / Pipe","共享 chunk 或有界复制实现传输，保留 pipe 容量、位置与生命周期","短传输、背压、引用转移、取消和内容校验","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","279","move_pages","sys_move_pages","30","Pager / GuestArchState","受管理页、权限、缺页队列、NUMA/锁页/swap 与架构状态实现语义","各子命令、fault/映射竞争、charge、权限和上下文","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","280","utimensat","sys_utimensat","16","VFS / Inode / FsContext","路径解析和 inode/dentry 事务执行；权限、旧 fd 存续及日志一致性统一处理","dirfd/symlink/root 边界、权限、并发 rename、失败恢复","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","281","epoll_pwait","sys_epoll_pwait","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","282","signalfd","sys_signalfd","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","283","timerfd_create","sys_timerfd_create","22","Pipe / Eventfd / Timerfd","有界缓冲、计数或 timer 对象产生真实 readiness；继承通过稳定引用","PIPE_BUF、EOF、计数溢出、timer 累计与 fork","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","284","eventfd","sys_eventfd","22","Pipe / Eventfd / Timerfd","有界缓冲、计数或 timer 对象产生真实 readiness；继承通过稳定引用","PIPE_BUF、EOF、计数溢出、timer 累计与 fork","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","285","fallocate","sys_fallocate","16","FileObject / PageCache","统一文件内容、映射和缓存代次；flush/truncate/copy 通过请求执行器及文件事务完成","内容/映射一致、空洞、短传输、崩溃与持久性","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","286","timerfd_settime","sys_timerfd_settime","22","Pipe / Eventfd / Timerfd","有界缓冲、计数或 timer 对象产生真实 readiness；继承通过稳定引用","PIPE_BUF、EOF、计数溢出、timer 累计与 fork","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","287","timerfd_gettime","sys_timerfd_gettime","22","Pipe / Eventfd / Timerfd","有界缓冲、计数或 timer 对象产生真实 readiness；继承通过稳定引用","PIPE_BUF、EOF、计数溢出、timer 累计与 fork","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","288","accept4","sys_accept4","21","SocketObject / NetNamespace","按 socket family/protocol 使用 Winsock 等价快路径、Unix transport 或用户态协议模块","协议/option、地址/凭据、阻塞/短 I/O、错误队列、继承","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","289","signalfd4","sys_signalfd4","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","290","eventfd2","sys_eventfd2","22","Pipe / Eventfd / Timerfd","有界缓冲、计数或 timer 对象产生真实 readiness；继承通过稳定引用","PIPE_BUF、EOF、计数溢出、timer 累计与 fork","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","291","epoll_create1","sys_epoll_create1","19","ReadySource / Epoll","组合稳定就绪对象和 signal mask 等待；原生机制不可用时使用事件后端","ET/ONESHOT、fd 重用、mask 切换与丢失唤醒","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","292","dup3","sys_dup3","17","Files / OpenDescription","操作带 generation 的 fd/OFD 引用；fcntl/锁子命令进入其有类型状态机","dup/close/fork/exec、fd 重用、锁和异步 owner","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","293","pipe2","sys_pipe2","22","Pipe / Eventfd / Timerfd","有界缓冲、计数或 timer 对象产生真实 readiness；继承通过稳定引用","PIPE_BUF、EOF、计数溢出、timer 累计与 fork","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","294","inotify_init1","sys_inotify_init1","32","Inotify / Fanotify","按 VFS 提交事件、标记与等待权限回答；外部 HostFS 变化进行身份复核","rename cookie、溢出、删除、permission event 与退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","295","preadv","sys_preadv","18","IoRequest / OFD","按同步、位置型与向量 I/O 契约执行；共享位置由稳定完成 owner 提交实际字节数","短读写、iovec 边界、offset、取消和完成竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","296","pwritev","sys_pwritev","18","IoRequest / OFD","按同步、位置型与向量 I/O 契约执行；共享位置由稳定完成 owner 提交实际字节数","短读写、iovec 边界、offset、取消和完成竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","297","rt_tgsigqueueinfo","sys_rt_tgsigqueueinfo","24","Signal / Task / IoRequest","信号队列、mask、frame、停止与 restart block 按逻辑 Task 执行","RT 排队、altstack、sigreturn、短 I/O、ptrace 及 exec","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","298","perf_event_open","sys_perf_event_open","34","Tracer / PerfEvent / GuestMemory","guest stop、寄存器/内存与事件 ring；虚拟 PMU 和真实宿主 PMU 分开","ptrace stop/wait、单步、信号、采样、权限和对象比较","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","299","recvmmsg","sys_recvmmsg","21","SocketObject / NetNamespace","按 socket family/protocol 使用 Winsock 等价快路径、Unix transport 或用户态协议模块","协议/option、地址/凭据、阻塞/短 I/O、错误队列、继承","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","300","fanotify_init","sys_fanotify_init","32","Inotify / Fanotify","按 VFS 提交事件、标记与等待权限回答；外部 HostFS 变化进行身份复核","rename cookie、溢出、删除、permission event 与退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","301","fanotify_mark","sys_fanotify_mark","32","Inotify / Fanotify","按 VFS 提交事件、标记与等待权限回答；外部 HostFS 变化进行身份复核","rename cookie、溢出、删除、permission event 与退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","302","prlimit64","sys_prlimit64","27","Cgroup / ResourceController","按 Task 和对象预算检查、分配及累计真实客体资源状态","软硬限额、超限、回收、层级统计和退出","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","303","name_to_handle_at","sys_name_to_handle_at","32","FileExtension / Device / Mount","按对象执行文件命令；extent/文件身份/配额/设备分发不依赖宿主同名 ioctl","子命令布局、权限、文件身份代次、extent 与实际设备行为","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","304","open_by_handle_at","sys_open_by_handle_at","32","FileExtension / Device / Mount","按对象执行文件命令；extent/文件身份/配额/设备分发不依赖宿主同名 ioctl","子命令布局、权限、文件身份代次、extent 与实际设备行为","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","305","clock_adjtime","sys_clock_adjtime","25","Clock / Timer","统一客体时钟域与 CPU 计时，维护 timer/deadline/校时和通知","clock ID、休眠/校时、overrun、CPU timer、超时竞态","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","306","syncfs","sys_syncfs","16","FileObject / PageCache","统一文件内容、映射和缓存代次；flush/truncate/copy 通过请求执行器及文件事务完成","内容/映射一致、空洞、短传输、崩溃与持久性","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","307","sendmmsg","sys_sendmmsg","21","SocketObject / NetNamespace","按 socket family/protocol 使用 Winsock 等价快路径、Unix transport 或用户态协议模块","协议/option、地址/凭据、阻塞/短 I/O、错误队列、继承","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","308","setns","sys_setns","15","Namespace / Task refs","按共享及凭据约束新建、分叉或切换 namespace 引用","组合 flags、权限、fork 继承、旧对象存续","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (common)","309","getcpu","sys_getcpu","29","TaskScheduler / Rseq","运行资格、优先级/预算/CPU 集合与 rseq 临界区管理","FIFO/RR/DEADLINE、PI、亲和性、rseq 抢占和信号","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
"v6.12","x86-64 LP64 (64)","310","process_vm_readv","sys_process_vm_readv","34","Tracer / PerfEvent / GuestMemory","guest stop、寄存器/内存与事件 ring；虚拟 PMU 和真实宿主 PMU 分开","ptrace stop/wait、单步、信号、采样、权限和对象比较","设计方案；V2 实现与验证待独立验收","https://github.com/torvalds/linux/blob/v6.12/arch/x86/entry/syscalls/syscall_64.tbl"
